t,x_center,y_center,x_offset,y_offset
3.519557E1,-3.676129E-2,3.976347E-1,-1.031680E-1,3.822778E-1
3.522874E1,-3.674793E-2,3.976363E-1,-1.031959E-1,3.822562E-1
3.526192E1,-3.672878E-2,3.976441E-1,-1.032009E-1,3.822523E-1
3.529509E1,-3.675460E-2,3.976950E-1,-1.032206E-1,3.822505E-1
3.532826E1,-3.674417E-2,3.976819E-1,-1.032245E-1,3.822400E-1
3.536143E1,-3.671273E-2,3.977571E-1,-1.032113E-1,3.822372E-1
3.539460E1,-3.671325E-2,3.977366E-1,-1.032317E-1,3.822326E-1
3.542778E1,-3.678289E-2,3.976322E-1,-1.032292E-1,3.822350E-1
3.546095E1,-3.676935E-2,3.976270E-1,-1.032710E-1,3.823037E-1
3.549412E1,-3.678493E-2,3.975823E-1,-1.032344E-1,3.822879E-1
3.552729E1,-3.671916E-2,3.975881E-1,-1.032442E-1,3.822846E-1
3.556047E1,-3.673284E-2,3.975752E-1,-1.032458E-1,3.822778E-1
3.559364E1,-3.672466E-2,3.975701E-1,-1.032491E-1,3.822732E-1
3.562681E1,-3.670503E-2,3.975696E-1,-1.032507E-1,3.822687E-1
3.565998E1,-3.670462E-2,3.975716E-1,-1.032516E-1,3.822654E-1
3.569315E1,-3.670453E-2,3.975719E-1,-1.032506E-1,3.822650E-1
3.572633E1,-3.670459E-2,3.975718E-1,-1.032506E-1,3.822650E-1
3.575950E1,-3.670459E-2,3.975718E-1,-1.032467E-1,3.822582E-1
3.579267E1,-3.670459E-2,3.975718E-1,-1.032479E-1,3.822602E-1
3.582584E1,-3.673109E-2,3.975374E-1,-1.032479E-1,3.822603E-1
3.585901E1,-3.672058E-2,3.975346E-1,-1.032480E-1,3.822603E-1
3.589219E1,-3.672460E-2,3.975277E-1,-1.032481E-1,3.822603E-1
3.592536E1,-3.669466E-2,3.975168E-1,-1.032539E-1,3.822589E-1
3.595853E1,-3.670721E-2,3.975485E-1,-1.032635E-1,3.822695E-1
3.599170E1,-3.669581E-2,3.975395E-1,-1.032608E-1,3.822709E-1
3.602487E1,-3.668777E-2,3.975339E-1,-1.032603E-1,3.822706E-1
3.605805E1,-3.668157E-2,3.975295E-1,-1.032602E-1,3.822707E-1
3.609122E1,-3.655481E-2,3.978844E-1,-1.032597E-1,3.822707E-1
3.612439E1,-3.651125E-2,3.978437E-1,-1.032597E-1,3.822707E-1
3.615756E1,-3.652174E-2,3.978483E-1,-1.032597E-1,3.822707E-1
3.619073E1,-3.651000E-2,3.978182E-1,-1.032597E-1,3.822707E-1
3.622391E1,-3.650629E-2,3.978458E-1,-1.032597E-1,3.822707E-1
3.625708E1,-3.650752E-2,3.978271E-1,-1.032597E-1,3.822707E-1
3.629025E1,-3.650258E-2,3.978335E-1,-1.032597E-1,3.822707E-1
3.632342E1,-3.649976E-2,3.978182E-1,-1.032597E-1,3.822707E-1
3.635660E1,-3.646671E-2,3.978154E-1,-1.032597E-1,3.822707E-1
3.638977E1,-3.647003E-2,3.978040E-1,-1.032597E-1,3.822707E-1
3.642294E1,-3.693076E-2,3.976139E-1,-1.032549E-1,3.822629E-1
3.645611E1,-3.690079E-2,3.975776E-1,-1.032566E-1,3.822633E-1
3.648928E1,-3.683344E-2,3.976223E-1,-1.032504E-1,3.822388E-1
3.652246E1,-3.681292E-2,3.975912E-1,-1.032623E-1,3.822369E-1
3.655563E1,-3.678674E-2,3.975696E-1,-1.032598E-1,3.822310E-1
3.658880E1,-3.676170E-2,3.975524E-1,-1.032596E-1,3.822241E-1
3.662197E1,-3.673937E-2,3.975420E-1,-1.032605E-1,3.822165E-1
3.665514E1,-3.671938E-2,3.975401E-1,-1.032602E-1,3.822092E-1
3.668832E1,-3.670914E-2,3.975404E-1,-1.032590E-1,3.822084E-1
3.672149E1,-3.670142E-2,3.975421E-1,-1.032589E-1,3.822081E-1
3.675466E1,-3.656673E-2,3.976536E-1,-1.032589E-1,3.822081E-1
3.678783E1,-3.651858E-2,3.976307E-1,-1.032555E-1,3.822162E-1
3.682100E1,-3.654402E-2,3.976370E-1,-1.032603E-1,3.822178E-1
3.685418E1,-3.648605E-2,3.976512E-1,-1.032610E-1,3.822177E-1
3.688735E1,-3.651736E-2,3.977513E-1,-1.032618E-1,3.822181E-1
3.692052E1,-3.649862E-2,3.976974E-1,-1.032645E-1,3.822192E-1
3.695369E1,-3.650570E-2,3.976933E-1,-1.032645E-1,3.822192E-1
3.698686E1,-3.651945E-2,3.976819E-1,-1.032645E-1,3.822192E-1
3.702004E1,-3.653332E-2,3.976763E-1,-1.032645E-1,3.822192E-1
3.705321E1,-3.653943E-2,3.976727E-1,-1.032645E-1,3.822192E-1
3.708638E1,-3.654566E-2,3.976881E-1,-1.032645E-1,3.822192E-1
3.711955E1,-3.654145E-2,3.976841E-1,-1.032547E-1,3.822213E-1
3.715272E1,-3.654199E-2,3.976827E-1,-1.032555E-1,3.822205E-1
3.718590E1,-3.654263E-2,3.976813E-1,-1.032564E-1,3.822197E-1
3.721907E1,-3.654362E-2,3.976801E-1,-1.032569E-1,3.822191E-1
3.725224E1,-3.659471E-2,3.976783E-1,-1.032575E-1,3.822185E-1
3.728541E1,-3.658921E-2,3.976756E-1,-1.032578E-1,3.822182E-1
3.731859E1,-3.662966E-2,3.975990E-1,-1.032578E-1,3.822182E-1
3.735176E1,-3.660559E-2,3.976103E-1,-1.032578E-1,3.822182E-1
3.738493E1,-3.666262E-2,3.976036E-1,-1.032550E-1,3.822192E-1
3.741810E1,-3.662300E-2,3.975392E-1,-1.032560E-1,3.822196E-1
3.745127E1,-3.672973E-2,3.976727E-1,-1.032560E-1,3.822196E-1
3.748445E1,-3.669968E-2,3.976482E-1,-1.032560E-1,3.822196E-1
3.751762E1,-3.667319E-2,3.976407E-1,-1.032561E-1,3.822187E-1
3.755079E1,-3.664977E-2,3.976342E-1,-1.032561E-1,3.822186E-1
3.758396E1,-3.661790E-2,3.976567E-1,-1.032561E-1,3.822186E-1
3.761713E1,-3.660854E-2,3.976525E-1,-1.032561E-1,3.822186E-1
3.765031E1,-3.660411E-2,3.976515E-1,-1.032561E-1,3.822186E-1
3.768348E1,-3.660050E-2,3.976514E-1,-1.032561E-1,3.822186E-1
3.771665E1,-3.659952E-2,3.976513E-1,-1.032561E-1,3.822186E-1
3.774982E1,-3.660094E-2,3.976526E-1,-1.032561E-1,3.822186E-1
3.778299E1,-3.653292E-2,3.978909E-1,-1.032561E-1,3.822186E-1
3.781617E1,-3.652362E-2,3.978389E-1,-1.032561E-1,3.822186E-1
3.784934E1,-3.650831E-2,3.978988E-1,-1.032624E-1,3.822263E-1
3.788251E1,-3.649156E-2,3.978594E-1,-1.032575E-1,3.822241E-1
3.791568E1,-3.647689E-2,3.978278E-1,-1.032564E-1,3.822235E-1
3.794885E1,-3.647165E-2,3.978057E-1,-1.032553E-1,3.822228E-1
3.798203E1,-3.649475E-2,3.978401E-1,-1.032542E-1,3.822221E-1
3.801520E1,-3.647944E-2,3.978250E-1,-1.032538E-1,3.822219E-1
3.804837E1,-3.648873E-2,3.978248E-1,-1.032538E-1,3.822219E-1
3.808154E1,-3.648621E-2,3.978161E-1,-1.032538E-1,3.822219E-1
3.811472E1,-3.660704E-2,3.976414E-1,-1.032538E-1,3.822219E-1
3.814789E1,-3.655110E-2,3.976476E-1,-1.032253E-1,3.822007E-1
3.818106E1,-3.506495E-2,3.978817E-1,-1.014097E-1,3.823569E-1
3.821423E1,-3.164163E-2,3.978078E-1,-9.833842E-2,3.821133E-1
3.824740E1,-2.829153E-2,3.978544E-1,-9.505362E-2,3.821691E-1
3.828058E1,-2.460449E-2,3.979269E-1,-9.139229E-2,3.820700E-1
3.831375E1,-2.018943E-2,3.978827E-1,-8.712594E-2,3.822731E-1
3.834692E1,-1.620684E-2,3.976782E-1,-8.266688E-2,3.822988E-1
3.838009E1,-1.220201E-2,3.977460E-1,-7.829766E-2,3.822678E-1
3.841326E1,-7.438358E-3,3.979770E-1,-7.363745E-2,3.822160E-1
3.844644E1,-3.080138E-3,3.980467E-1,-6.952470E-2,3.819900E-1
3.847961E1,1.565909E-3,3.977343E-1,-6.509213E-2,3.819795E-1
3.851278E1,6.062594E-3,3.979117E-1,-6.046016E-2,3.820455E-1
3.854595E1,1.066775E-2,3.977810E-1,-5.585573E-2,3.820196E-1
3.857912E1,1.539945E-2,3.977741E-1,-5.125780E-2,3.820183E-1
3.861230E1,2.022429E-2,3.977978E-1,-4.659961E-2,3.819653E-1
3.864547E1,2.494364E-2,3.978043E-1,-4.203813E-2,3.820247E-1
3.867864E1,2.995162E-2,3.976985E-1,-3.728123E-2,3.818197E-1
3.871181E1,3.505045E-2,3.979192E-1,-3.199344E-2,3.819717E-1
3.874498E1,3.988875E-2,3.976555E-1,-2.717421E-2,3.818314E-1
3.877816E1,4.442534E-2,3.978477E-1,-2.251596E-2,3.816704E-1
3.881133E1,4.924121E-2,3.974796E-1,-1.777783E-2,3.815492E-1
3.884450E1,5.427582E-2,3.976212E-1,-1.307552E-2,3.814971E-1
3.887767E1,5.884778E-2,3.975583E-1,-8.485433E-3,3.814771E-1
3.891084E1,6.352932E-2,3.978028E-1,-3.920730E-3,3.815002E-1
3.894402E1,6.873876E-2,3.975042E-1,1.351683E-3,3.816332E-1
3.897719E1,7.352311E-2,3.976279E-1,6.139589E-3,3.816944E-1
3.901036E1,7.895418E-2,3.977935E-1,1.095165E-2,3.816808E-1
3.904353E1,8.362266E-2,3.977619E-1,1.558687E-2,3.816625E-1
3.907671E1,8.880283E-2,3.977853E-1,2.116385E-2,3.824608E-1
3.910988E1,9.373808E-2,3.976547E-1,2.591783E-2,3.824670E-1
3.914305E1,9.853906E-2,3.975666E-1,3.066018E-2,3.824130E-1
3.917622E1,1.034590E-1,3.974131E-1,3.597588E-2,3.826141E-1
3.920939E1,1.083536E-1,3.974432E-1,4.077393E-2,3.825321E-1
3.924257E1,1.133276E-1,3.975193E-1,4.539959E-2,3.824660E-1
3.927574E1,1.181878E-1,3.974656E-1,5.017042E-2,3.824596E-1
3.930891E1,1.231686E-1,3.974285E-1,5.481002E-2,3.824385E-1
3.934208E1,1.280040E-1,3.973970E-1,5.946455E-2,3.823882E-1
3.937525E1,1.328417E-1,3.973744E-1,6.405569E-2,3.823802E-1
3.940843E1,1.376628E-1,3.972993E-1,6.962373E-2,3.833247E-1
3.944160E1,1.427572E-1,3.971539E-1,7.434252E-2,3.832978E-1
3.947477E1,1.475839E-1,3.972541E-1,7.895290E-2,3.832670E-1
3.950794E1,1.523805E-1,3.972373E-1,8.441788E-2,3.832554E-1
3.954111E1,1.576842E-1,3.972378E-1,8.924941E-2,3.833092E-1
3.957429E1,1.625363E-1,3.970448E-1,9.394576E-2,3.831951E-1
3.960746E1,1.674122E-1,3.971782E-1,9.855927E-2,3.833187E-1
3.964063E1,1.720168E-1,3.970582E-1,1.032047E-1,3.832669E-1
3.967380E1,1.768485E-1,3.970782E-1,1.078497E-1,3.832937E-1
3.970697E1,1.814979E-1,3.968849E-1,1.124513E-1,3.832634E-1
3.974015E1,1.861119E-1,3.969137E-1,1.178950E-1,3.832724E-1
3.977332E1,1.905815E-1,3.967581E-1,1.225380E-1,3.832173E-1
3.980649E1,1.951270E-1,3.966213E-1,1.271623E-1,3.831934E-1
3.983966E1,1.996129E-1,3.963948E-1,1.317937E-1,3.831669E-1
3.987284E1,2.044822E-1,3.966224E-1,1.364351E-1,3.831482E-1
3.990601E1,2.090779E-1,3.966312E-1,1.410871E-1,3.830907E-1
3.993918E1,2.138451E-1,3.965634E-1,1.458008E-1,3.831334E-1
3.997235E1,2.187372E-1,3.961446E-1,1.504580E-1,3.829932E-1
4.000552E1,2.233543E-1,3.962024E-1,1.551101E-1,3.829830E-1
4.003870E1,2.280499E-1,3.962272E-1,1.597877E-1,3.829369E-1
4.007187E1,2.330767E-1,3.961716E-1,1.650672E-1,3.829488E-1
4.010504E1,2.378397E-1,3.961339E-1,1.697817E-1,3.829308E-1
4.013821E1,2.426210E-1,3.962200E-1,1.746131E-1,3.828854E-1
4.017138E1,2.474763E-1,3.960368E-1,1.793486E-1,3.828535E-1
4.020456E1,2.524196E-1,3.960130E-1,1.847061E-1,3.827795E-1
4.023773E1,2.572468E-1,3.959124E-1,1.894986E-1,3.827188E-1
4.027090E1,2.621027E-1,3.959399E-1,1.942810E-1,3.826259E-1
4.030407E1,2.665981E-1,3.958269E-1,1.988870E-1,3.825865E-1
4.033724E1,2.716837E-1,3.953253E-1,2.035762E-1,3.825348E-1
4.037042E1,2.765945E-1,3.954138E-1,2.089397E-1,3.825507E-1
4.040359E1,2.812550E-1,3.950034E-1,2.136862E-1,3.825015E-1
4.043676E1,2.862577E-1,3.950505E-1,2.184915E-1,3.825088E-1
4.046993E1,2.908712E-1,3.949188E-1,2.231519E-1,3.824935E-1
4.050310E1,2.959320E-1,3.948421E-1,2.284833E-1,3.824475E-1
4.053628E1,3.009025E-1,3.947342E-1,2.333216E-1,3.823507E-1
4.056945E1,3.059512E-1,3.948057E-1,2.382021E-1,3.824187E-1
4.060262E1,3.106005E-1,3.947194E-1,2.428076E-1,3.823532E-1
4.063579E1,3.155257E-1,3.946453E-1,2.480715E-1,3.823621E-1
4.066896E1,3.205247E-1,3.944951E-1,2.529770E-1,3.823036E-1
4.070214E1,3.255769E-1,3.946477E-1,2.577636E-1,3.823444E-1
4.073531E1,3.304590E-1,3.945148E-1,2.631897E-1,3.823928E-1
4.076848E1,3.356020E-1,3.945348E-1,2.680252E-1,3.824537E-1
4.080165E1,3.403157E-1,3.942883E-1,2.727200E-1,3.824093E-1
4.083483E1,3.450449E-1,3.944003E-1,2.781141E-1,3.822950E-1
4.086800E1,3.502047E-1,3.937659E-1,2.828836E-1,3.822547E-1
4.090117E1,3.546414E-1,3.935673E-1,2.872205E-1,3.821791E-1
4.093434E1,3.583640E-1,3.935830E-1,2.908674E-1,3.820328E-1
4.096751E1,3.619141E-1,3.934651E-1,2.943521E-1,3.819424E-1
4.100069E1,3.653645E-1,3.934114E-1,2.977253E-1,3.819714E-1
4.103386E1,3.685678E-1,3.930545E-1,3.011873E-1,3.811418E-1
4.106703E1,3.710933E-1,3.931213E-1,3.034902E-1,3.810616E-1
4.110020E1,3.730799E-1,3.930643E-1,3.056502E-1,3.809920E-1
4.113337E1,3.754708E-1,3.930604E-1,3.080168E-1,3.808750E-1
4.116655E1,3.777645E-1,3.930198E-1,3.102791E-1,3.807892E-1
4.119972E1,3.786065E-1,3.931408E-1,3.108415E-1,3.798846E-1
4.123289E1,3.786544E-1,3.930094E-1,3.108646E-1,3.796140E-1
4.126606E1,3.789773E-1,3.928759E-1,3.115732E-1,3.786549E-1
4.129923E1,3.794883E-1,3.929820E-1,3.118830E-1,3.776908E-1
4.133241E1,3.797641E-1,3.930702E-1,3.125720E-1,3.775732E-1
4.136558E1,3.801034E-1,3.929613E-1,3.127067E-1,3.787427E-1
4.139875E1,3.803579E-1,3.930129E-1,3.127201E-1,3.798604E-1
4.143192E1,3.806790E-1,3.931684E-1,3.127986E-1,3.810553E-1
4.146509E1,3.813342E-1,3.933745E-1,3.132034E-1,3.820112E-1
4.149827E1,3.815975E-1,3.933334E-1,3.138154E-1,3.810078E-1
4.153144E1,3.820769E-1,3.932722E-1,3.141490E-1,3.796938E-1
4.156461E1,3.822092E-1,3.932508E-1,3.148491E-1,3.784757E-1
4.159778E1,3.824707E-1,3.930686E-1,3.152083E-1,3.771694E-1
4.163096E1,3.825052E-1,3.930939E-1,3.152543E-1,3.773137E-1
4.166413E1,3.829226E-1,3.932785E-1,3.152836E-1,3.783736E-1
4.169730E1,3.828804E-1,3.932553E-1,3.151898E-1,3.797151E-1
4.173047E1,3.831822E-1,3.933919E-1,3.151152E-1,3.817714E-1
4.176364E1,3.833575E-1,3.935176E-1,3.151954E-1,3.829531E-1
4.179682E1,3.835696E-1,3.930421E-1,3.153869E-1,3.819883E-1
4.182999E1,3.835968E-1,3.929212E-1,3.154990E-1,3.806517E-1
4.186316E1,3.836596E-1,3.929120E-1,3.155019E-1,3.788155E-1
4.189633E1,3.837059E-1,3.928685E-1,3.160652E-1,3.773309E-1
4.192950E1,3.835383E-1,3.927997E-1,3.161808E-1,3.771983E-1
4.196268E1,3.835698E-1,3.928440E-1,3.160632E-1,3.786227E-1
4.199585E1,3.837337E-1,3.928280E-1,3.161775E-1,3.799335E-1
4.202902E1,3.841328E-1,3.930895E-1,3.160613E-1,3.819192E-1
4.206219E1,3.842089E-1,3.932435E-1,3.160435E-1,3.833444E-1
4.209536E1,3.842408E-1,3.932163E-1,3.163442E-1,3.831126E-1
4.212854E1,3.842428E-1,3.932638E-1,3.162544E-1,3.830551E-1
4.216171E1,3.843113E-1,3.933735E-1,3.163082E-1,3.830937E-1
4.219488E1,3.842886E-1,3.933426E-1,3.163392E-1,3.831115E-1
4.222805E1,3.842170E-1,3.933207E-1,3.163697E-1,3.831261E-1
4.226122E1,3.842067E-1,3.932792E-1,3.163922E-1,3.831409E-1
4.229440E1,3.841873E-1,3.932641E-1,3.164022E-1,3.831483E-1
4.232757E1,3.841723E-1,3.932528E-1,3.164028E-1,3.831548E-1
4.236074E1,3.841667E-1,3.932484E-1,3.164041E-1,3.831544E-1
4.239391E1,3.841627E-1,3.932465E-1,3.164054E-1,3.831553E-1
4.242708E1,3.841639E-1,3.932482E-1,3.163754E-1,3.831309E-1
4.246026E1,3.839336E-1,3.931654E-1,3.162549E-1,3.830662E-1
4.249343E1,3.839687E-1,3.931744E-1,3.163088E-1,3.830581E-1
4.252660E1,3.839555E-1,3.931378E-1,3.163291E-1,3.830819E-1
4.255977E1,3.839632E-1,3.931359E-1,3.163532E-1,3.831065E-1
4.259295E1,3.839670E-1,3.931312E-1,3.163760E-1,3.831289E-1
4.262612E1,3.839726E-1,3.931304E-1,3.163938E-1,3.831469E-1
4.265929E1,3.840838E-1,3.931536E-1,3.164306E-1,3.831771E-1
4.269246E1,3.840647E-1,3.931427E-1,3.164073E-1,3.831741E-1
4.272563E1,3.840563E-1,3.931351E-1,3.164149E-1,3.831751E-1
4.275881E1,3.840475E-1,3.931275E-1,3.164415E-1,3.831817E-1
4.279198E1,3.840397E-1,3.931186E-1,3.164388E-1,3.831852E-1
4.282515E1,3.840477E-1,3.931667E-1,3.164403E-1,3.831864E-1
4.285832E1,3.840445E-1,3.931552E-1,3.164420E-1,3.831870E-1
4.289149E1,3.840479E-1,3.931329E-1,3.164149E-1,3.831837E-1
4.292467E1,3.840450E-1,3.931325E-1,3.164197E-1,3.831818E-1
4.295784E1,3.840468E-1,3.931379E-1,3.164216E-1,3.831844E-1
4.299101E1,3.840426E-1,3.931332E-1,3.164245E-1,3.831817E-1
4.302418E1,3.839685E-1,3.931121E-1,3.164254E-1,3.831808E-1
4.305735E1,3.839786E-1,3.931174E-1,3.164253E-1,3.831807E-1
4.309053E1,3.840012E-1,3.931146E-1,3.164686E-1,3.831675E-1
4.312370E1,3.840019E-1,3.931060E-1,3.164361E-1,3.831700E-1
4.315687E1,3.840147E-1,3.932781E-1,3.164529E-1,3.831717E-1
4.319004E1,3.840106E-1,3.932477E-1,3.164541E-1,3.831731E-1
4.322321E1,3.839844E-1,3.932462E-1,3.164504E-1,3.831873E-1
4.325639E1,3.839814E-1,3.932329E-1,3.164499E-1,3.831886E-1
4.328956E1,3.839826E-1,3.932253E-1,3.164495E-1,3.831886E-1
4.332273E1,3.839834E-1,3.932197E-1,3.164484E-1,3.831887E-1
4.335590E1,3.839838E-1,3.932166E-1,3.164475E-1,3.831884E-1
4.338908E1,3.839840E-1,3.932150E-1,3.164466E-1,3.831882E-1
4.342225E1,3.839840E-1,3.932150E-1,3.164485E-1,3.831948E-1
4.345542E1,3.839840E-1,3.932150E-1,3.164494E-1,3.831942E-1
4.348859E1,3.839793E-1,3.931139E-1,3.164494E-1,3.831942E-1
4.352176E1,3.839831E-1,3.931342E-1,3.164494E-1,3.831942E-1
4.355494E1,3.839857E-1,3.931360E-1,3.164494E-1,3.831942E-1
4.358811E1,3.839881E-1,3.931357E-1,3.164494E-1,3.831942E-1
4.362128E1,3.839477E-1,3.931236E-1,3.164331E-1,3.831994E-1
4.365445E1,3.839526E-1,3.931233E-1,3.164344E-1,3.832000E-1
4.368762E1,3.839560E-1,3.931259E-1,3.164351E-1,3.832004E-1
4.372080E1,3.839594E-1,3.931286E-1,3.164353E-1,3.832005E-1
4.375397E1,3.839626E-1,3.931304E-1,3.164518E-1,3.831781E-1
4.378714E1,3.839657E-1,3.931322E-1,3.164485E-1,3.831833E-1
4.382031E1,3.839802E-1,3.930847E-1,3.164297E-1,3.831705E-1
4.385348E1,3.839806E-1,3.930888E-1,3.164311E-1,3.831765E-1
4.388666E1,3.839805E-1,3.930918E-1,3.164333E-1,3.831792E-1
4.391983E1,3.839801E-1,3.930934E-1,3.164478E-1,3.832018E-1
4.395300E1,3.839664E-1,3.931169E-1,3.164513E-1,3.831977E-1
4.398617E1,3.839696E-1,3.931156E-1,3.164519E-1,3.831976E-1
4.401934E1,3.839717E-1,3.931163E-1,3.164489E-1,3.832017E-1
4.405252E1,3.839737E-1,3.931171E-1,3.164571E-1,3.832006E-1
4.408569E1,3.839756E-1,3.931179E-1,3.164600E-1,3.832058E-1
4.411886E1,3.839717E-1,3.931271E-1,3.164618E-1,3.832046E-1
4.415203E1,3.840360E-1,3.932888E-1,3.164597E-1,3.832123E-1
4.418520E1,3.840428E-1,3.932727E-1,3.164670E-1,3.832115E-1
4.421838E1,3.840767E-1,3.933092E-1,3.164833E-1,3.832033E-1
4.425155E1,3.840771E-1,3.932958E-1,3.164796E-1,3.832065E-1
4.428472E1,3.840883E-1,3.933000E-1,3.164799E-1,3.832055E-1
4.431789E1,3.840798E-1,3.932852E-1,3.164799E-1,3.832046E-1
4.435107E1,3.840781E-1,3.932814E-1,3.164800E-1,3.832036E-1
4.438424E1,3.840758E-1,3.932779E-1,3.164798E-1,3.832032E-1
4.441741E1,3.840733E-1,3.932755E-1,3.164798E-1,3.832032E-1
4.445058E1,3.840353E-1,3.931245E-1,3.164084E-1,3.831524E-1
4.448375E1,3.839642E-1,3.930244E-1,3.164456E-1,3.831717E-1
4.451693E1,3.839362E-1,3.929503E-1,3.164505E-1,3.831745E-1
4.455010E1,3.839402E-1,3.929680E-1,3.164604E-1,3.831778E-1
4.458327E1,3.838906E-1,3.930326E-1,3.164870E-1,3.832208E-1
4.461644E1,3.839171E-1,3.930380E-1,3.164944E-1,3.832127E-1
4.464961E1,3.839387E-1,3.930454E-1,3.164954E-1,3.832136E-1
4.468279E1,3.839535E-1,3.930523E-1,3.164951E-1,3.832131E-1
4.471596E1,3.839669E-1,3.930560E-1,3.164961E-1,3.832130E-1
4.474913E1,3.839776E-1,3.930570E-1,3.164968E-1,3.832129E-1
4.478230E1,3.839808E-1,3.930592E-1,3.164968E-1,3.832129E-1
4.481547E1,3.840645E-1,3.933016E-1,3.164968E-1,3.832129E-1
4.484865E1,3.839422E-1,3.931578E-1,3.164968E-1,3.832129E-1
4.488182E1,3.839688E-1,3.931797E-1,3.164968E-1,3.832129E-1
4.491499E1,3.840084E-1,3.931922E-1,3.164968E-1,3.832129E-1
4.494816E1,3.840247E-1,3.932082E-1,3.164968E-1,3.832129E-1
4.498133E1,3.840372E-1,3.932168E-1,3.164847E-1,3.832044E-1
4.501451E1,3.840456E-1,3.932297E-1,3.164895E-1,3.832088E-1
4.504768E1,3.840536E-1,3.932304E-1,3.164920E-1,3.832110E-1
4.508085E1,3.840604E-1,3.932312E-1,3.164938E-1,3.832128E-1
4.511402E1,3.840630E-1,3.932346E-1,3.164464E-1,3.835622E-1
4.514720E1,3.842183E-1,3.933515E-1,3.165200E-1,3.847326E-1
4.518037E1,3.841507E-1,3.933678E-1,3.164225E-1,3.858802E-1
4.521354E1,3.840775E-1,3.933637E-1,3.163687E-1,3.875148E-1
4.524671E1,3.840685E-1,3.934193E-1,3.164089E-1,3.889955E-1
4.527988E1,3.842808E-1,3.934579E-1,3.165393E-1,3.902918E-1
4.531306E1,3.842271E-1,3.934665E-1,3.165900E-1,3.921476E-1
4.534623E1,3.847406E-1,3.933622E-1,3.167131E-1,3.936084E-1
4.537940E1,3.847874E-1,3.933564E-1,3.166520E-1,3.949687E-1
4.541257E1,3.849636E-1,3.933858E-1,3.167002E-1,3.968135E-1
4.544574E1,3.850891E-1,3.934356E-1,3.167462E-1,3.982229E-1
4.547892E1,3.851235E-1,3.933978E-1,3.173507E-1,3.995002E-1
4.551209E1,3.851352E-1,3.934758E-1,3.175545E-1,4.007549E-1
4.554526E1,3.851940E-1,3.933846E-1,3.177451E-1,4.025724E-1
4.557843E1,3.851889E-1,3.934875E-1,3.185142E-1,4.039161E-1
4.561160E1,3.851662E-1,3.934804E-1,3.186467E-1,4.052586E-1
4.564478E1,3.852057E-1,3.934795E-1,3.188492E-1,4.064095E-1
4.567795E1,3.853635E-1,3.934392E-1,3.197490E-1,4.076096E-1
4.571112E1,3.852587E-1,3.933668E-1,3.199698E-1,4.087896E-1
4.574429E1,3.853985E-1,3.932412E-1,3.200939E-1,4.099002E-1
4.577746E1,3.854004E-1,3.933031E-1,3.210346E-1,4.116757E-1
4.581064E1,3.853596E-1,3.933152E-1,3.212732E-1,4.128535E-1
4.584381E1,3.854447E-1,3.935013E-1,3.220571E-1,4.141860E-1
4.587698E1,3.853691E-1,3.935762E-1,3.224176E-1,4.153749E-1
4.591015E1,3.855177E-1,3.935605E-1,3.231868E-1,4.165935E-1
4.594332E1,3.854246E-1,3.935107E-1,3.235861E-1,4.176513E-1
4.597650E1,3.853241E-1,3.935323E-1,3.244182E-1,4.189242E-1
4.600967E1,3.853137E-1,3.935993E-1,3.246739E-1,4.200444E-1
4.604284E1,3.854414E-1,3.935991E-1,3.256015E-1,4.211479E-1
4.607601E1,3.855031E-1,3.933841E-1,3.259723E-1,4.222635E-1
4.610919E1,3.853524E-1,3.934604E-1,3.268122E-1,4.233992E-1
4.614236E1,3.854756E-1,3.936124E-1,3.271077E-1,4.245075E-1
4.617553E1,3.853488E-1,3.934743E-1,3.280005E-1,4.256792E-1
4.620870E1,3.852775E-1,3.934109E-1,3.290534E-1,4.267540E-1
4.624187E1,3.852963E-1,3.932962E-1,3.293226E-1,4.278561E-1
4.627505E1,3.851656E-1,3.932282E-1,3.303787E-1,4.289425E-1
4.630822E1,3.852155E-1,3.932673E-1,3.306486E-1,4.300296E-1
4.634139E1,3.850932E-1,3.932880E-1,3.314995E-1,4.311766E-1
4.637456E1,3.850864E-1,3.932037E-1,3.317406E-1,4.317910E-1
4.640773E1,3.852048E-1,3.932137E-1,3.327461E-1,4.328241E-1
4.644091E1,3.851975E-1,3.933504E-1,3.337931E-1,4.337835E-1
4.647408E1,3.852128E-1,3.933567E-1,3.348435E-1,4.347394E-1
4.650725E1,3.852651E-1,3.931534E-1,3.352078E-1,4.357590E-1
4.654042E1,3.854415E-1,3.934916E-1,3.361890E-1,4.364609E-1
4.657359E1,3.853739E-1,3.934719E-1,3.371760E-1,4.372844E-1
4.660677E1,3.852889E-1,3.933845E-1,3.376011E-1,4.381432E-1
4.663994E1,3.852161E-1,3.932833E-1,3.385379E-1,4.391199E-1
4.667311E1,3.853411E-1,3.931515E-1,3.396160E-1,4.398932E-1
4.670628E1,3.852411E-1,3.931117E-1,3.405758E-1,4.406898E-1
4.673945E1,3.851638E-1,3.931739E-1,3.410796E-1,4.414293E-1
4.677263E1,3.851940E-1,3.932424E-1,3.419666E-1,4.422313E-1
4.680580E1,3.853297E-1,3.932907E-1,3.429744E-1,4.427863E-1
4.683897E1,3.853988E-1,3.932700E-1,3.433997E-1,4.433143E-1
4.687214E1,3.853318E-1,3.931346E-1,3.443357E-1,4.438712E-1
